"","SPY.Close","VTI.Close","QQQ.Close","BND.Close","ARKK.Close","AAPL.Close","NVDA.Close","MSFT.Close","BRK-B.Close","JPM.Close","V.Close","AMZN.Close","TSLA.Close","HD.Close","LLY.Close","UNH.Close","JNJ.Close","GOOG.Close","META.Close","NFLX.Close","GE.Close","CAT.Close","RTX.Close","WMT.Close","COST.Close","PG.Close","XOM.Close","CVX.Close","COP.Close","PLD.Close","WELL.Close","AMT.Close","LIN.Close","SHW.Close","ECL.Close","NEE.Close","SO.Close","DUK.Close"
"2022-02-22",429.570007324219,216.850006103516,338.079986572266,81.4800033569336,63.3899993896484,164.320007324219,23.3899993896484,287.720001220703,314.160003662109,151.869995117188,221.320007324219,150.197494506836,273.843322753906,316.170013427734,239.130004882812,462.510009765625,161.139999389648,129.402496337891,202.080001831055,377.380004882812,58.6570358276367,191.210006713867,93.5400009155273,45.4833335876465,502.179992675781,157.929992675781,76.4599990844727,132.399993896484,87.8300018310547,142.369995117188,82.9599990844727,228.369995117188,293.589996337891,261.579986572266,176.710006713867,73.7799987792969,64.2900009155273,99.4499969482422
"2022-02-23",421.950012207031,212.860000610352,329.420013427734,81.0699996948242,60.8800010681152,160.070007324219,22.386999130249,280.269989013672,309.989990234375,148.690002441406,215.949996948242,144.826995849609,254.679992675781,308.450012207031,238.309997558594,459.619995117188,161.220001220703,127.584999084473,198.449996948242,367.459991455078,57.7225112915039,186.669998168945,92.2399978637695,45.0166664123535,495.260009765625,155.960006713867,76.7699966430664,135.550003051758,88.2300033569336,140.759994506836,80.8899993896484,227.449996948242,291.089996337891,259.399993896484,173.059997558594,72.3199996948242,62.8400001525879,97.6699981689453
"2022-02-24",428.299987792969,216.589996337891,340.489990234375,81.25,65.620002746582,162.740005493164,23.7479991912842,294.589996337891,308.279998779297,144.550003051758,217.300003051758,151.358001708984,266.92333984375,313.239990234375,243.080001831055,455.890014648438,158.139999389648,132.673492431641,207.600006103516,390.029998779297,57.653980255127,184.690002441406,94.25,44.843334197998,505.579986572266,151.759994506836,75.8000030517578,134.850006103516,87.7300033569336,143.330001831055,82.0199966430664,231.75,285.25,258.940002441406,175.940002441406,75.4400024414062,62.8800010681152,97.0400009155273
"2022-02-25",437.75,221.410003662109,345.769989013672,81.3199996948242,67.8199996948242,164.850006103516,24.1569995880127,297.309997558594,319.239990234375,147.970001220703,219.270004272461,153.788497924805,269.956665039062,316.649993896484,250.850006103516,475.75,166,134.519500732422,210.479995727539,390.799987792969,60.0401344299316,187.059997558594,98.120002746582,45.4599990844727,517.489990234375,158.240005493164,77.8399963378906,140.380004882812,91.2699966430664,148.449996948242,84.3099975585938,233.660003662109,297.489990234375,267.269989013672,180.300003051758,77.1600036621094,65.0400009155273,100.220001220703
"2022-02-28",436.630004882812,221.169998168945,346.799987792969,81.9199981689453,70.4700012207031,165.119995117188,24.3850002288818,298.790008544922,321.450012207031,141.800003051758,216.119995117188,153.563003540039,290.143341064453,315.829986572266,249.949996948242,475.869995117188,164.570007324219,134.891006469727,211.029998779297,394.519989013672,59.5043411254883,187.580001831055,102.699996948242,45.0533332824707,519.25,155.889999389648,78.4199981689453,144,94.8600006103516,145.850006103516,83.2900009155273,226.869995117188,293.239990234375,263.130004882812,176.259994506836,78.2699966430664,64.7699966430664,100.410003662109
"2022-03-01",429.980010986328,217.720001220703,341.489990234375,82.2200012207031,68.3099975585938,163.199996948242,23.4769992828369,294.950012207031,316.839996337891,136.449996948242,208.970001220703,151.141998291016,288.123321533203,320.25,249.5,476.25,164,134.167999267578,203.490005493164,386.239990234375,57.5231475830078,182.830001831055,102.730003356934,45.3300018310547,522.929992675781,153.309997558594,79.1699981689453,149.720001220703,96.9599990844727,145.759994506836,82.3399963378906,228.550003051758,282.559997558594,255.529998779297,170.509994506836,77.4400024414062,64.0999984741211,99.8300018310547
"2022-03-02",437.890014648438,221.850006103516,347.220001220703,81.2099990844727,67.5599975585938,166.559997558594,24.2199993133545,300.190002441406,323.640014648438,139.279998779297,208.479995727539,152.052505493164,293.296661376953,327.369995117188,254.169998168945,485.380004882812,166.039993286133,134.751495361328,208.110000610352,380.029998779297,58.6632652282715,192.610000610352,100.73999786377,45.3866653442383,528,153.789993286133,80.5299987792969,154.139999389648,98.0400009155273,147.639999389648,84.3499984741211,231,290.200012207031,260.220001220703,172.850006103516,77.5500030517578,64.5699996948242,100.790000915527
"2022-03-03",435.709991455078,220.160003662109,342.260009765625,81.5699996948242,63.2599983215332,166.229995727539,23.7140007019043,295.920013427734,327.739990234375,138.289993286133,207.229995727539,147.898498535156,279.763336181641,324.359985351562,258.640014648438,486.589996337891,168.479995727539,134.307998657227,202.970001220703,368.070007324219,57.5979080200195,194.850006103516,99.8300018310547,46.4300003051758,533.049987792969,154.360000610352,81.0400009155273,156.220001220703,97.4100036621094,149.580001831055,85.370002746582,235.240005493164,287.410003662109,258.040008544922,171.119995117188,78.7900009155273,66.4000015258789,102.639999389648
"2022-03-04",432.170013427734,217.960006713867,337.299987792969,81.8600006103516,60.2299995422363,163.169998168945,22.9360008239746,289.859985351562,325.339996337891,134.399993896484,200.289993286133,145.641006469727,279.429992675781,324.260009765625,262.869995117188,498.649993896484,169.479995727539,132.121994018555,200.059997558594,361.730010986328,55.5357246398926,195.660003662109,99.5899963378906,47.6066665649414,525.5,155.139999389648,84.0899963378906,158.649993896484,100.269996643066,150.839996337891,87.0800018310547,238.279998779297,281.429992675781,258.489990234375,168.110000610352,80.2099990844727,67.5800018310547,105.26000213623
"2022-03-07",419.429992675781,211.240005493164,324.859985351562,81.4599990844727,58.0499992370605,159.300003051758,21.3519992828369,278.910003662109,322.720001220703,129.210006713867,190.699996948242,137.453002929688,268.193328857422,322.769989013672,261.640014648438,486.869995117188,172.210006713867,126.464500427246,187.470001220703,350.260009765625,53.1931800842285,196.699996948242,98.1900024414062,47.223331451416,528.52001953125,152.839996337891,87.120002746582,162.039993286133,101.269996643066,148.910003662109,86.9199981689453,232.020004272461,270.989990234375,242.949996948242,158.529998779297,84.1800003051758,69.2300033569336,106.699996948242
